timestamp,date,price
1651852800,2022-05-06T12:00:00,0.7812
1651853700,2022-05-06T12:15:00,0.7803
1651854600,2022-05-06T12:30:00,0.7847
1651855500,2022-05-06T12:45:00,0.7847
1651856400,2022-05-06T13:00:00,0.7886
1651857300,2022-05-06T13:15:00,0.7834
1651858200,2022-05-06T13:30:00,0.7849
1651859100,2022-05-06T13:45:00,0.7822
1651860000,2022-05-06T14:00:00,0.7804
1651860900,2022-05-06T14:15:00,0.7796
1651861800,2022-05-06T14:30:00,0.7798
1651862700,2022-05-06T14:45:00,0.7828
1651863600,2022-05-06T15:00:00,0.782
1651864500,2022-05-06T15:15:00,0.7824
1651865400,2022-05-06T15:30:00,0.7819
1651866300,2022-05-06T15:45:00,0.7851
1651867200,2022-05-06T16:00:00,0.785
1651868100,2022-05-06T16:15:00,0.7846
1651869000,2022-05-06T16:30:00,0.7827
1651869900,2022-05-06T16:45:00,0.7843
1651870800,2022-05-06T17:00:00,0.7875
1651871700,2022-05-06T17:15:00,0.7863
1651872600,2022-05-06T17:30:00,0.7853
1651873500,2022-05-06T17:45:00,0.7809
1651874400,2022-05-06T18:00:00,0.7808
1651875300,2022-05-06T18:15:00,0.7782
1651876200,2022-05-06T18:30:00,0.7793
1651877100,2022-05-06T18:45:00,0.7863
1651878000,2022-05-06T19:00:00,0.7862
1651878900,2022-05-06T19:15:00,0.7866
1651879800,2022-05-06T19:30:00,0.7888
1651880700,2022-05-06T19:45:00,0.7834
1651881600,2022-05-06T20:00:00,0.7824
1651882500,2022-05-06T20:15:00,0.7831
1651883400,2022-05-06T20:30:00,0.7797
1651884300,2022-05-06T20:45:00,0.7826
1651885200,2022-05-06T21:00:00,0.7796
1651886100,2022-05-06T21:15:00,0.7813
1651887000,2022-05-06T21:30:00,0.7788
1651887900,2022-05-06T21:45:00,0.7777
1651888800,2022-05-06T22:00:00,0.78
1651889700,2022-05-06T22:15:00,0.782
1651890600,2022-05-06T22:30:00,0.7778
1651891500,2022-05-06T22:45:00,0.7765
1651892400,2022-05-06T23:00:00,0.7776
1651893300,2022-05-06T23:15:00,0.7758
1651894200,2022-05-06T23:30:00,0.7724
1651895100,2022-05-06T23:45:00,0.7759
1651896001,2022-05-07T00:00:01,0.7722
1651896900,2022-05-07T00:15:00,0.7672
1651897800,2022-05-07T00:30:00,0.7714
1651898700,2022-05-07T00:45:00,0.77
1651899600,2022-05-07T01:00:00,0.7639
1651900500,2022-05-07T01:15:00,0.7687
1651901400,2022-05-07T01:30:00,0.7719
1651902300,2022-05-07T01:45:00,0.7709
1651903200,2022-05-07T02:00:00,0.7739
1651904100,2022-05-07T02:15:00,0.7698
1651905000,2022-05-07T02:30:00,0.7685
1651905900,2022-05-07T02:45:00,0.772
1651906800,2022-05-07T03:00:00,0.7702
1651907700,2022-05-07T03:15:00,0.7712
1651908600,2022-05-07T03:30:00,0.7744
1651909500,2022-05-07T03:45:00,0.7768
1651910400,2022-05-07T04:00:00,0.778
1651911300,2022-05-07T04:15:00,0.7806
1651912200,2022-05-07T04:30:00,0.7757
1651913100,2022-05-07T04:45:00,0.7795
1651914000,2022-05-07T05:00:00,0.7803
1651914900,2022-05-07T05:15:00,0.7797
1651915801,2022-05-07T05:30:01,0.7778
1651916700,2022-05-07T05:45:00,0.7775
1651917600,2022-05-07T06:00:00,0.7777
1651918500,2022-05-07T06:15:00,0.7782
1651919400,2022-05-07T06:30:00,0.7801
1651920300,2022-05-07T06:45:00,0.7811
1651921200,2022-05-07T07:00:00,0.782
1651922100,2022-05-07T07:15:00,0.7818
1651923000,2022-05-07T07:30:00,0.7826
1651923900,2022-05-07T07:45:00,0.7832
1651924800,2022-05-07T08:00:00,0.7828
1651925700,2022-05-07T08:15:00,0.7849
1651926600,2022-05-07T08:30:00,0.7834
1651927500,2022-05-07T08:45:00,0.7802
1651928400,2022-05-07T09:00:00,0.7791
1651929300,2022-05-07T09:15:00,0.7783
1651930200,2022-05-07T09:30:00,0.7788
1651931100,2022-05-07T09:45:00,0.7793
1651932000,2022-05-07T10:00:00,0.7795
1651932900,2022-05-07T10:15:00,0.778
1651933800,2022-05-07T10:30:00,0.7785
1651934700,2022-05-07T10:45:00,0.7784
1651935600,2022-05-07T11:00:00,0.7806
1651936500,2022-05-07T11:15:00,0.7798
1651937400,2022-05-07T11:30:00,0.7814
1651938300,2022-05-07T11:45:00,0.7784
1651939200,2022-05-07T12:00:00,0.7799
1651940100,2022-05-07T12:15:00,0.7784
1651941000,2022-05-07T12:30:00,0.7782
1651941900,2022-05-07T12:45:00,0.7791
1651942800,2022-05-07T13:00:00,0.778
1651943700,2022-05-07T13:15:00,0.7749
1651944600,2022-05-07T13:30:00,0.7751
1651945500,2022-05-07T13:45:00,0.7736
1651946400,2022-05-07T14:00:00,0.7747
1651947300,2022-05-07T14:15:00,0.7755
1651948200,2022-05-07T14:30:00,0.7776
1651949100,2022-05-07T14:45:00,0.7776
1651950000,2022-05-07T15:00:00,0.777
1651950900,2022-05-07T15:15:00,0.7802
1651951800,2022-05-07T15:30:00,0.7784
1651952700,2022-05-07T15:45:00,0.7797
1651953600,2022-05-07T16:00:00,0.7776
1651954500,2022-05-07T16:15:00,0.7763
1651955400,2022-05-07T16:30:00,0.7749
1651956300,2022-05-07T16:45:00,0.7736
1651957200,2022-05-07T17:00:00,0.7755
1651958100,2022-05-07T17:15:00,0.77
1651959000,2022-05-07T17:30:00,0.7686
1651959900,2022-05-07T17:45:00,0.7703
1651960800,2022-05-07T18:00:00,0.7652
1651961700,2022-05-07T18:15:00,0.7636
1651962600,2022-05-07T18:30:00,0.7626
