timestamp,date,price
1651852800,2022-05-06T12:00:00,2686.6
1651853700,2022-05-06T12:15:00,2690.26
1651854600,2022-05-06T12:30:00,2702.45
1651855500,2022-05-06T12:45:00,2705.96
1651856400,2022-05-06T13:00:00,2711.5
1651857300,2022-05-06T13:15:00,2699.76
1651858200,2022-05-06T13:30:00,2697.45
1651859100,2022-05-06T13:45:00,2693.74
1651860000,2022-05-06T14:00:00,2685.43
1651860900,2022-05-06T14:15:00,2680.85
1651861800,2022-05-06T14:30:00,2682.09
1651862700,2022-05-06T14:45:00,2686.25
1651863600,2022-05-06T15:00:00,2690.59
1651864500,2022-05-06T15:15:00,2683.46
1651865400,2022-05-06T15:30:00,2681.01
1651866300,2022-05-06T15:45:00,2693.43
1651867200,2022-05-06T16:00:00,2688.93
1651868100,2022-05-06T16:15:00,2687.54
1651869000,2022-05-06T16:30:00,2677.03
1651869900,2022-05-06T16:45:00,2685.29
1651870800,2022-05-06T17:00:00,2705.44
1651871700,2022-05-06T17:15:00,2701.16
1651872600,2022-05-06T17:30:00,2698.98
1651873500,2022-05-06T17:45:00,2691.8
1651874400,2022-05-06T18:00:00,2690.26
1651875300,2022-05-06T18:15:00,2687.14
1651876200,2022-05-06T18:30:00,2689.34
1651877100,2022-05-06T18:45:00,2695.19
1651878000,2022-05-06T19:00:00,2698.46
1651878900,2022-05-06T19:15:00,2699.41
1651879800,2022-05-06T19:30:00,2706.34
1651880700,2022-05-06T19:45:00,2699.4
1651881600,2022-05-06T20:00:00,2693.33
1651882500,2022-05-06T20:15:00,2696.06
1651883400,2022-05-06T20:30:00,2688.46
1651884300,2022-05-06T20:45:00,2690.93
1651885200,2022-05-06T21:00:00,2687.29
1651886100,2022-05-06T21:15:00,2692.02
1651887000,2022-05-06T21:30:00,2686.92
1651887900,2022-05-06T21:45:00,2681.69
1651888800,2022-05-06T22:00:00,2687.76
1651889700,2022-05-06T22:15:00,2686.71
1651890600,2022-05-06T22:30:00,2680.11
1651891500,2022-05-06T22:45:00,2683.23
1651892400,2022-05-06T23:00:00,2683.01
1651893300,2022-05-06T23:15:00,2680.54
1651894200,2022-05-06T23:30:00,2667.45
1651895100,2022-05-06T23:45:00,2671.91
1651896001,2022-05-07T00:00:01,2669.71
1651896900,2022-05-07T00:15:00,2661.77
1651897800,2022-05-07T00:30:00,2666.27
1651898700,2022-05-07T00:45:00,2664.42
1651899600,2022-05-07T01:00:00,2657.23
1651900500,2022-05-07T01:15:00,2663.71
1651901400,2022-05-07T01:30:00,2670.37
1651902300,2022-05-07T01:45:00,2671.02
1651903200,2022-05-07T02:00:00,2677.02
1651904100,2022-05-07T02:15:00,2671.11
1651905000,2022-05-07T02:30:00,2661.32
1651905900,2022-05-07T02:45:00,2665.09
1651906800,2022-05-07T03:00:00,2663.38
1651907700,2022-05-07T03:15:00,2660.19
1651908600,2022-05-07T03:30:00,2665.2
1651909500,2022-05-07T03:45:00,2670.38
1651910400,2022-05-07T04:00:00,2673.88
1651911300,2022-05-07T04:15:00,2675.39
1651912200,2022-05-07T04:30:00,2674
1651913100,2022-05-07T04:45:00,2678.41
1651914000,2022-05-07T05:00:00,2687.07
1651914900,2022-05-07T05:15:00,2686.84
1651915801,2022-05-07T05:30:01,2688.27
1651916700,2022-05-07T05:45:00,2686.99
1651917600,2022-05-07T06:00:00,2684.58
1651918500,2022-05-07T06:15:00,2685.39
1651919400,2022-05-07T06:30:00,2687.71
1651920300,2022-05-07T06:45:00,2690.99
1651921200,2022-05-07T07:00:00,2691.87
1651922100,2022-05-07T07:15:00,2693.97
1651923000,2022-05-07T07:30:00,2694.11
1651923900,2022-05-07T07:45:00,2689
1651924800,2022-05-07T08:00:00,2688.25
