timestamp,date,price
1651852800,2022-05-06T12:00:00,79.97
1651853700,2022-05-06T12:15:00,79.88
1651854600,2022-05-06T12:30:00,80.08
1651855500,2022-05-06T12:45:00,80.24
1651856400,2022-05-06T13:00:00,80.67
1651857300,2022-05-06T13:15:00,80.27
1651858200,2022-05-06T13:30:00,80.26
1651859100,2022-05-06T13:45:00,80.15
1651860000,2022-05-06T14:00:00,79.98
1651860900,2022-05-06T14:15:00,79.59
1651861800,2022-05-06T14:30:00,79.41
1651862700,2022-05-06T14:45:00,79.72
1651863600,2022-05-06T15:00:00,79.75
1651864500,2022-05-06T15:15:00,79.86
1651865400,2022-05-06T15:30:00,79.51
1651866300,2022-05-06T15:45:00,79.86
1651867200,2022-05-06T16:00:00,79.77
1651868100,2022-05-06T16:15:00,79.38
1651869000,2022-05-06T16:30:00,79.36
1651869900,2022-05-06T16:45:00,78.82
1651870800,2022-05-06T17:00:00,79.32
1651871700,2022-05-06T17:15:00,79.33
1651872600,2022-05-06T17:30:00,79.01
1651873500,2022-05-06T17:45:00,78.65
1651874400,2022-05-06T18:00:00,78.72
1651875300,2022-05-06T18:15:00,78.4
1651876200,2022-05-06T18:30:00,78.42
1651877100,2022-05-06T18:45:00,78.42
1651878000,2022-05-06T19:00:00,78.59
1651878900,2022-05-06T19:15:00,78.2
1651879800,2022-05-06T19:30:00,77.87
1651880700,2022-05-06T19:45:00,77.51
1651881600,2022-05-06T20:00:00,77.37
1651882500,2022-05-06T20:15:00,77.35
1651883400,2022-05-06T20:30:00,76.94
1651884300,2022-05-06T20:45:00,76.97
1651885200,2022-05-06T21:00:00,76.71
1651886100,2022-05-06T21:15:00,77.04
1651887000,2022-05-06T21:30:00,76.28
1651887900,2022-05-06T21:45:00,76.29
1651888800,2022-05-06T22:00:00,76.44
1651889700,2022-05-06T22:15:00,76.86
1651890600,2022-05-06T22:30:00,76.5
1651891500,2022-05-06T22:45:00,76.51
1651892400,2022-05-06T23:00:00,76.51
1651893300,2022-05-06T23:15:00,76.41
1651894200,2022-05-06T23:30:00,76.22
1651895100,2022-05-06T23:45:00,76.21
1651896001,2022-05-07T00:00:01,75.61
1651896900,2022-05-07T00:15:00,74.44
1651897800,2022-05-07T00:30:00,73.62
1651898700,2022-05-07T00:45:00,73.08
1651899600,2022-05-07T01:00:00,72.84
1651900500,2022-05-07T01:15:00,73.21
1651901400,2022-05-07T01:30:00,73.11
1651902300,2022-05-07T01:45:00,73.03
1651903200,2022-05-07T02:00:00,73.67
1651904100,2022-05-07T02:15:00,73.04
